Light_blue_curve,,Yellow_curve,,Pink_curve,,Blue_curve,
X,Y,X,Y,X,Y,X,Y
0.007019774483889338,0.2722240173704691,0.009684924326072666,0.2045755421296569,0.0072495287806292885,0.32349658373754764,0.022363365779217687,0.2718051508946324
0.04286144477532039,1.490520286577242,0.04906481078729885,1.3721980100950528,0.04837554789707901,1.196416787125706,0.05113259945795834,1.6336428625726587
0.072499749054773,2.5085803771057194,0.08490648107872989,2.3826407984129787,0.0897313213102687,2.2441857575150888,0.09317763576136784,2.1041291336143466
0.10351657911466525,3.5795174028256973,0.12281594004082044,3.299849419047039,0.12557299160169974,3.0499751747756765,0.13591193495499715,3.1813477212820036
0.1338441462843377,4.587215923908149,0.16210392478335062,4.396358515526096,0.160725399002911,3.9985077500082973,0.17519991969752735,4.0604754394812
0.1634824505637903,5.5868420338001155,0.2027704353063205,5.422912627774304,0.2027704353063205,5.020974626311164,0.21673356740496735,4.9278303768589105
0.18967444039214376,6.478965448571145,0.23861210559775153,6.2689064210044005,0.2399906313781912,5.858862543237992,0.2592899923043464,5.868795662522123
0.2220697962324757,7.514341713378759,0.2744537758891826,7.166623518868866,0.2772108274500619,6.652637529590503,0.3020242914979757,6.770785493346354
0.2620470438652257,8.603968859828663,0.31718807508281194,8.118363442726231,0.31994512664369124,7.557274044190626,0.3447585906916051,7.514359957252939
0.29582092548599725,9.540771048129407,0.3599223742764413,8.992305987479645,0.3626794258373206,8.28775876633701,0.3874928898852344,8.235823268700349
0.33235185866764816,10.458659695534683,0.40265667347007067,9.76196162950924,0.4054137250309499,9.078058541818567,0.43022718907886376,8.895815458964242
0.3750861578612775,11.371145365251998,0.4453909726636999,10.405168838585405,0.4481480242245793,9.682031779477281,0.4729614882724931,9.466062383364438
0.41782045705490684,12.277121262247798,0.4881252718573293,11.039780556510234,0.49088232341820864,10.260067516132246,0.5156957874661223,10.014778267473918
0.4605547562485362,12.932794660379724,0.5308595710509587,11.532197791640897,0.533616622611838,10.866158100811674,0.5584300866597518,10.371351268801185
0.5032890554421656,13.501666989650596,0.573593870244588,11.980941307217673,0.5763509218054672,11.228224441353792,0.6011643858533811,10.83069253821471
0.5460233546357949,14.039650036797273,0.6163281694382172,12.296823015870467,0.6190852209990967,11.633167059065375,0.6438986850470105,11.196358368692046
0.5887576538294241,14.365074052541814,0.6590624686318467,12.555467380780728,0.6618195201927259,11.901011457185716,0.6866329842406398,11.44631118448735
0.6314919530230536,14.696084551145468,0.701796767825476,12.809882665827267,0.7045538193863552,12.102159424153559,0.729367283434269,11.71266591593123
0.6742262522166829,14.841874134768883,0.7445310670191054,12.938215100481228,0.7472881185799847,12.325539534838903,0.7721015826278985,11.87615027425083
0.7169605514103121,14.94581318762501,0.7872653662127347,13.070316349375108,0.7900224177736139,12.387471935194796,0.8148358818215278,11.941770387334463
0.7596948506039416,15.008741245210878,0.8299996654063639,13.07518624752275,0.8327567169672434,12.469519132247466,0.857570181015157,11.991528042321246
0.8024291497975709,14.931464380582849,0.8727339645999934,13.078431700537292,0.8754910161608727,12.49016326569943,0.9003044802087865,12.007408144976601
0.8451634489912003,14.90613941545131,0.9154682637936227,13.075609716926893,0.9182253153545021,12.450992345816214,0.9430387794024158,11.988352021790174
0.8878977481848296,14.791384230604102,0.9582025629872521,13.00537597190249,0.9609596145481314,12.403881374605326,0.9857730785960452,11.970883908869283
0.9306320473784591,14.672664079022416,1.0009368621808814,12.919455374149225,1.0036939137417606,12.331362239145868,1.0285073777896745,11.955533142969106
0.9733663465720883,14.550347569223694,1.0436711613745107,12.756365239216464,1.0464282129353901,12.230863875198398,1.071241676983304,11.876344364394395
1.0161006457657176,14.311081703513603,1.0864054605681401,12.61818335993936,1.074687991434403,12.156734043612467,1.093987352360558,12.007408144976601
1.058834944959347,14.101157727988165,1.1291397597617694,12.491221939209787,,,,
1.1015692441529763,13.88255645472195,1.1718740589553989,12.241471233811913,,,,
1.1443035433466056,13.628505394962533,,,,,,
1.1794559507478168,13.437103094058187,,,,,,
